name,ev_yield,sprite_img,link,dex_no
virizion,3 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/virizion.png,https://pokemondb.net/pokedex/virizion,640
tornadus,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/tornadus.png,https://pokemondb.net/pokedex/tornadus,641
thundurus,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/thundurus.png,https://pokemondb.net/pokedex/thundurus,642
reshiram,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/reshiram.png,https://pokemondb.net/pokedex/reshiram,643
zekrom,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/zekrom.png,https://pokemondb.net/pokedex/zekrom,644
landorus,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/landorus.png,https://pokemondb.net/pokedex/landorus,645
kyurem,1 HP/ 1 Attack/ 1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/kyurem.png,https://pokemondb.net/pokedex/kyurem,646
keldeo,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/keldeo.png,https://pokemondb.net/pokedex/keldeo,647
meloetta,1 Special Attack/ 1 Special Defense/ 1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/meloetta.png,https://pokemondb.net/pokedex/meloetta,648
genesect,1 Attack/ 1 Special Attack/ 1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/genesect.png,https://pokemondb.net/pokedex/genesect,649
chespin,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/chespin.png,https://pokemondb.net/pokedex/chespin,650
quilladin,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/quilladin.png,https://pokemondb.net/pokedex/quilladin,651
chesnaught,3 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/chesnaught.png,https://pokemondb.net/pokedex/chesnaught,652
fennekin,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/fennekin.png,https://pokemondb.net/pokedex/fennekin,653
braixen,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/braixen.png,https://pokemondb.net/pokedex/braixen,654
delphox,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/delphox.png,https://pokemondb.net/pokedex/delphox,655
froakie,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/froakie.png,https://pokemondb.net/pokedex/froakie,656
frogadier,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/frogadier.png,https://pokemondb.net/pokedex/frogadier,657
greninja,3 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/greninja.png,https://pokemondb.net/pokedex/greninja,658
bunnelby,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/bunnelby.png,https://pokemondb.net/pokedex/bunnelby,659
diggersby,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/diggersby.png,https://pokemondb.net/pokedex/diggersby,660
fletchling,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/fletchling.png,https://pokemondb.net/pokedex/fletchling,661
fletchinder,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/fletchinder.png,https://pokemondb.net/pokedex/fletchinder,662
talonflame,3 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/talonflame.png,https://pokemondb.net/pokedex/talonflame,663
scatterbug,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/scatterbug.png,https://pokemondb.net/pokedex/scatterbug,664
spewpa,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/spewpa.png,https://pokemondb.net/pokedex/spewpa,665
vivillon,1 HP/ 1 Special Attack/ 1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/vivillon.png,https://pokemondb.net/pokedex/vivillon,666
litleo,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/litleo.png,https://pokemondb.net/pokedex/litleo,667
pyroar,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/pyroar.png,https://pokemondb.net/pokedex/pyroar,668
flabebe,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/flabebe.png,https://pokemondb.net/pokedex/flabebe,669
floette,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/floette.png,https://pokemondb.net/pokedex/floette,670
florges,3 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/florges.png,https://pokemondb.net/pokedex/florges,671
skiddo,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/skiddo.png,https://pokemondb.net/pokedex/skiddo,672
gogoat,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/gogoat.png,https://pokemondb.net/pokedex/gogoat,673
pancham,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/pancham.png,https://pokemondb.net/pokedex/pancham,674
pangoro,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/pangoro.png,https://pokemondb.net/pokedex/pangoro,675
furfrou,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/furfrou.png,https://pokemondb.net/pokedex/furfrou,676
espurr,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/espurr.png,https://pokemondb.net/pokedex/espurr,677
meowstic,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/meowstic.png,https://pokemondb.net/pokedex/meowstic,678
honedge,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/honedge.png,https://pokemondb.net/pokedex/honedge,679
doublade,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/doublade.png,https://pokemondb.net/pokedex/doublade,680
aegislash,2 Defense/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/aegislash.png,https://pokemondb.net/pokedex/aegislash,681
spritzee,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/spritzee.png,https://pokemondb.net/pokedex/spritzee,682
aromatisse,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/aromatisse.png,https://pokemondb.net/pokedex/aromatisse,683
swirlix,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/swirlix.png,https://pokemondb.net/pokedex/swirlix,684
slurpuff,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/slurpuff.png,https://pokemondb.net/pokedex/slurpuff,685
inkay,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/inkay.png,https://pokemondb.net/pokedex/inkay,686
malamar,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/malamar.png,https://pokemondb.net/pokedex/malamar,687
binacle,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/binacle.png,https://pokemondb.net/pokedex/binacle,688
barbaracle,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/barbaracle.png,https://pokemondb.net/pokedex/barbaracle,689
skrelp,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/skrelp.png,https://pokemondb.net/pokedex/skrelp,690
dragalge,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/dragalge.png,https://pokemondb.net/pokedex/dragalge,691
clauncher,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/clauncher.png,https://pokemondb.net/pokedex/clauncher,692
clawitzer,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/clawitzer.png,https://pokemondb.net/pokedex/clawitzer,693
helioptile,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/helioptile.png,https://pokemondb.net/pokedex/helioptile,694
heliolisk,1 Special Attack/ 1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/heliolisk.png,https://pokemondb.net/pokedex/heliolisk,695
tyrunt,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/tyrunt.png,https://pokemondb.net/pokedex/tyrunt,696
tyrantrum,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/tyrantrum.png,https://pokemondb.net/pokedex/tyrantrum,697
amaura,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/amaura.png,https://pokemondb.net/pokedex/amaura,698
aurorus,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/aurorus.png,https://pokemondb.net/pokedex/aurorus,699
sylveon,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/sylveon.png,https://pokemondb.net/pokedex/sylveon,700
hawlucha,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/hawlucha.png,https://pokemondb.net/pokedex/hawlucha,701
dedenne,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/dedenne.png,https://pokemondb.net/pokedex/dedenne,702
carbink,1 Defense/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/carbink.png,https://pokemondb.net/pokedex/carbink,703
goomy,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/goomy.png,https://pokemondb.net/pokedex/goomy,704
sliggoo,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/sliggoo.png,https://pokemondb.net/pokedex/sliggoo,705
goodra,3 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/goodra.png,https://pokemondb.net/pokedex/goodra,706
klefki,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/klefki.png,https://pokemondb.net/pokedex/klefki,707
phantump,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/phantump.png,https://pokemondb.net/pokedex/phantump,708
trevenant,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/trevenant.png,https://pokemondb.net/pokedex/trevenant,709
pumpkaboo,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/pumpkaboo.png,https://pokemondb.net/pokedex/pumpkaboo,710
gourgeist,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/gourgeist.png,https://pokemondb.net/pokedex/gourgeist,711
bergmite,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/bergmite.png,https://pokemondb.net/pokedex/bergmite,712
avalugg,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/avalugg.png,https://pokemondb.net/pokedex/avalugg,713
noibat,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/noibat.png,https://pokemondb.net/pokedex/noibat,714
noivern,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/noivern.png,https://pokemondb.net/pokedex/noivern,715
xerneas,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/xerneas.png,https://pokemondb.net/pokedex/xerneas,716
yveltal,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/yveltal.png,https://pokemondb.net/pokedex/yveltal,717
zygarde,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/zygarde.png,https://pokemondb.net/pokedex/zygarde,718
diancie,1 Defense/ 2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/diancie.png,https://pokemondb.net/pokedex/diancie,719
hoopa,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/hoopa.png,https://pokemondb.net/pokedex/hoopa,720
volcanion,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/volcanion.png,https://pokemondb.net/pokedex/volcanion,721
rowlet,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/rowlet.png,https://pokemondb.net/pokedex/rowlet,722
dartrix,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/dartrix.png,https://pokemondb.net/pokedex/dartrix,723
decidueye,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/decidueye.png,https://pokemondb.net/pokedex/decidueye,724
litten,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/litten.png,https://pokemondb.net/pokedex/litten,725
torracat,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/torracat.png,https://pokemondb.net/pokedex/torracat,726
incineroar,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/incineroar.png,https://pokemondb.net/pokedex/incineroar,727
popplio,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/popplio.png,https://pokemondb.net/pokedex/popplio,728
brionne,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png,https://pokemondb.net/pokedex/brionne,729
primarina,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png,https://pokemondb.net/pokedex/primarina,730
pikipek,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png,https://pokemondb.net/pokedex/pikipek,731
trumbeak,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png,https://pokemondb.net/pokedex/trumbeak,732
toucannon,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png,https://pokemondb.net/pokedex/toucannon,733
yungoos,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png,https://pokemondb.net/pokedex/yungoos,734
gumshoos,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png,https://pokemondb.net/pokedex/gumshoos,735
grubbin,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png,https://pokemondb.net/pokedex/grubbin,736
charjabug,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png,https://pokemondb.net/pokedex/charjabug,737
vikavolt,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png,https://pokemondb.net/pokedex/vikavolt,738
crabrawler,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png,https://pokemondb.net/pokedex/crabrawler,739
crabominable,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png,https://pokemondb.net/pokedex/crabominable,740
oricorio,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio.png,https://pokemondb.net/pokedex/oricorio,741
cutiefly,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png,https://pokemondb.net/pokedex/cutiefly,742
ribombee,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png,https://pokemondb.net/pokedex/ribombee,743
rockruff,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png,https://pokemondb.net/pokedex/rockruff,744
lycanroc,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc.png,https://pokemondb.net/pokedex/lycanroc,745
wishiwashi,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi.png,https://pokemondb.net/pokedex/wishiwashi,746
mareanie,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png,https://pokemondb.net/pokedex/mareanie,747
toxapex,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png,https://pokemondb.net/pokedex/toxapex,748
mudbray,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png,https://pokemondb.net/pokedex/mudbray,749
mudsdale,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png,https://pokemondb.net/pokedex/mudsdale,750
dewpider,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png,https://pokemondb.net/pokedex/dewpider,751
araquanid,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png,https://pokemondb.net/pokedex/araquanid,752
fomantis,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png,https://pokemondb.net/pokedex/fomantis,753
lurantis,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png,https://pokemondb.net/pokedex/lurantis,754
morelull,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png,https://pokemondb.net/pokedex/morelull,755
shiinotic,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png,https://pokemondb.net/pokedex/shiinotic,756
salandit,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png,https://pokemondb.net/pokedex/salandit,757
salazzle,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png,https://pokemondb.net/pokedex/salazzle,758
stufful,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png,https://pokemondb.net/pokedex/stufful,759
bewear,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png,https://pokemondb.net/pokedex/bewear,760
bounsweet,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/bounsweet.png,https://pokemondb.net/pokedex/bounsweet,761
steenee,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/steenee.png,https://pokemondb.net/pokedex/steenee,762
tsareena,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/tsareena.png,https://pokemondb.net/pokedex/tsareena,763
comfey,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png,https://pokemondb.net/pokedex/comfey,764
oranguru,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png,https://pokemondb.net/pokedex/oranguru,765
passimian,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png,https://pokemondb.net/pokedex/passimian,766
wimpod,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png,https://pokemondb.net/pokedex/wimpod,767
golisopod,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png,https://pokemondb.net/pokedex/golisopod,768
sandygast,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png,https://pokemondb.net/pokedex/sandygast,769
palossand,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png,https://pokemondb.net/pokedex/palossand,770
pyukumuku,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/pyukumuku.png,https://pokemondb.net/pokedex/pyukumuku,771
type-null,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/type-null.png,https://pokemondb.net/pokedex/type-null,772
silvally,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/silvally.png,https://pokemondb.net/pokedex/silvally,773
minior,1 Defense/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/minior.png,https://pokemondb.net/pokedex/minior,774
komala,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/komala.png,https://pokemondb.net/pokedex/komala,775
turtonator,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png,https://pokemondb.net/pokedex/turtonator,776
togedemaru,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png,https://pokemondb.net/pokedex/togedemaru,777
mimikyu,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png,https://pokemondb.net/pokedex/mimikyu,778
bruxish,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png,https://pokemondb.net/pokedex/bruxish,779
drampa,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png,https://pokemondb.net/pokedex/drampa,780
dhelmise,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png,https://pokemondb.net/pokedex/dhelmise,781
jangmo-o,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png,https://pokemondb.net/pokedex/jangmo-o,782
hakamo-o,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png,https://pokemondb.net/pokedex/hakamo-o,783
kommo-o,3 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png,https://pokemondb.net/pokedex/kommo-o,784
tapu-koko,3 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png,https://pokemondb.net/pokedex/tapu-koko,785
tapu-lele,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png,https://pokemondb.net/pokedex/tapu-lele,786
tapu-bulu,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png,https://pokemondb.net/pokedex/tapu-bulu,787
tapu-fini,3 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png,https://pokemondb.net/pokedex/tapu-fini,788
cosmog,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png,https://pokemondb.net/pokedex/cosmog,789
cosmoem,1 Defense/ 1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png,https://pokemondb.net/pokedex/cosmoem,790
solgaleo,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png,https://pokemondb.net/pokedex/solgaleo,791
lunala,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png,https://pokemondb.net/pokedex/lunala,792
nihilego,3 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png,https://pokemondb.net/pokedex/nihilego,793
buzzwole,1 Attack/ 2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png,https://pokemondb.net/pokedex/buzzwole,794
pheromosa,3 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png,https://pokemondb.net/pokedex/pheromosa,795
xurkitree,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png,https://pokemondb.net/pokedex/xurkitree,796
celesteela,1 Attack/ 1 Defense/ 1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png,https://pokemondb.net/pokedex/celesteela,797
kartana,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png,https://pokemondb.net/pokedex/kartana,798
guzzlord,3 HP,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png,https://pokemondb.net/pokedex/guzzlord,799
necrozma,1 Attack/ 2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png,https://pokemondb.net/pokedex/necrozma,800
magearna,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png,https://pokemondb.net/pokedex/magearna,801
marshadow,2 Attack/ 1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png,https://pokemondb.net/pokedex/marshadow,802
poipole,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png,https://pokemondb.net/pokedex/poipole,803
naganadel,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png,https://pokemondb.net/pokedex/naganadel,804
stakataka,3 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png,https://pokemondb.net/pokedex/stakataka,805
blacephalon,3 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png,https://pokemondb.net/pokedex/blacephalon,806
zeraora,3 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png,https://pokemondb.net/pokedex/zeraora,807
meltan,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png,https://pokemondb.net/pokedex/meltan,808
melmetal,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png,https://pokemondb.net/pokedex/melmetal,809
grookey,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/grookey.png,https://pokemondb.net/pokedex/grookey,810
thwackey,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/thwackey.png,https://pokemondb.net/pokedex/thwackey,811
rillaboom,3 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png,https://pokemondb.net/pokedex/rillaboom,812
scorbunny,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/scorbunny.png,https://pokemondb.net/pokedex/scorbunny,813
raboot,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/raboot.png,https://pokemondb.net/pokedex/raboot,814
cinderace,3 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png,https://pokemondb.net/pokedex/cinderace,815
sobble,1 Special Defense/ 1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/sobble.png,https://pokemondb.net/pokedex/sobble,816
drizzile,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/drizzile.png,https://pokemondb.net/pokedex/drizzile,817
inteleon,3 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/inteleon.png,https://pokemondb.net/pokedex/inteleon,818
skwovet,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/skwovet.png,https://pokemondb.net/pokedex/skwovet,819
greedent,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/greedent.png,https://pokemondb.net/pokedex/greedent,820
rookidee,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/rookidee.png,https://pokemondb.net/pokedex/rookidee,821
corvisquire,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/corvisquire.png,https://pokemondb.net/pokedex/corvisquire,822
corviknight,3 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/corviknight.png,https://pokemondb.net/pokedex/corviknight,823
blipbug,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/blipbug.png,https://pokemondb.net/pokedex/blipbug,824
dottler,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/dottler.png,https://pokemondb.net/pokedex/dottler,825
orbeetle,3 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png,https://pokemondb.net/pokedex/orbeetle,826
nickit,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/nickit.png,https://pokemondb.net/pokedex/nickit,827
thievul,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/thievul.png,https://pokemondb.net/pokedex/thievul,828
gossifleur,1 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/gossifleur.png,https://pokemondb.net/pokedex/gossifleur,829
eldegoss,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/eldegoss.png,https://pokemondb.net/pokedex/eldegoss,830
wooloo,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/wooloo.png,https://pokemondb.net/pokedex/wooloo,831
dubwool,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/dubwool.png,https://pokemondb.net/pokedex/dubwool,832
chewtle,1 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/chewtle.png,https://pokemondb.net/pokedex/chewtle,833
drednaw,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/drednaw.png,https://pokemondb.net/pokedex/drednaw,834
yamper,1 HP,https://img.pokemondb.net/sprites/sword-shield/icon/yamper.png,https://pokemondb.net/pokedex/yamper,835
boltund,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/boltund.png,https://pokemondb.net/pokedex/boltund,836
rolycoly,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/rolycoly.png,https://pokemondb.net/pokedex/rolycoly,837
carkol,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/carkol.png,https://pokemondb.net/pokedex/carkol,838
coalossal,3 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/coalossal.png,https://pokemondb.net/pokedex/coalossal,839
applin,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/applin.png,https://pokemondb.net/pokedex/applin,840
flapple,2 Attack,https://img.pokemondb.net/sprites/sword-shield/icon/flapple.png,https://pokemondb.net/pokedex/flapple,841
appletun,2 HP,https://img.pokemondb.net/sprites/sword-shield/icon/appletun.png,https://pokemondb.net/pokedex/appletun,842
silicobra,1 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/silicobra.png,https://pokemondb.net/pokedex/silicobra,843
sandaconda,2 Defense,https://img.pokemondb.net/sprites/sword-shield/icon/sandaconda.png,https://pokemondb.net/pokedex/sandaconda,844
cramorant,2 Special Defense,https://img.pokemondb.net/sprites/sword-shield/icon/cramorant.png,https://pokemondb.net/pokedex/cramorant,845
arrokuda,1 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/arrokuda.png,https://pokemondb.net/pokedex/arrokuda,846
barraskewda,2 Speed,https://img.pokemondb.net/sprites/sword-shield/icon/barraskewda.png,https://pokemondb.net/pokedex/barraskewda,847
toxel,1 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/toxel.png,https://pokemondb.net/pokedex/toxel,848
toxtricity,2 Special Attack,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity.png,https://pokemondb.net/pokedex/toxtricity,849
